State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
269	Iowa	yHMJ131	Mrakia sp.	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Abies	Abies balsamea	Balsam Fir	NA	NA	12	a	YHMJ_12	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ131	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
273	Iowa	yHMJ113	Mrakia gelida	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25	a	YHMJ_25	10	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ113	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
274	Iowa	yHMJ104	Mrakia gelida	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Amelanchier	Amelanchier sp.	Amelanchier sp.	NA	NA	20	b	YHMJ_20	10	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ104	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
275	Iowa	yHMJ118	Mrakia sp.	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Juniperus	Juniperus virginiana	Eastern Red Cedar	NA	NA	16	g	YHMJ_16	10	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ118	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
276	Iowa	yHMJ133	Mrakia sp.	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Abies	Abies balsamea	Balsam Fir	NA	NA	12	c	YHMJ_12	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ133	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
277	Iowa	yHMJ143	Cystofilobasidium	Cystofilobasidium	Basidiomycota	43.312305, -91.781281	43.312305	-91.781281	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	a	YHMJ_16	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ143	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
278	Iowa	yHKB321	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT2	a	YHKB_RT2	22	Story City, IA	Kelly Buh	TRUE	yHKB321	Candida sake	Saccharomycotina	Candida	Upper Midwest
279	Iowa	yhMJ155	Mrakia gelida	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Soil	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	21	c	YHMJ_21	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yhMJ155	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
280	Iowa	yHMJ189	Mrakia gelida	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	22	f	YHMJ_22	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ189	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
281	Iowa	yHKB323	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT3	a	YHKB_RT3	22	Story City, IA	Kelly Buh	TRUE	yHKB323	Candida sake	Saccharomycotina	Candida	Upper Midwest
282	Iowa	yHKB339	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT3	b	YHKB_RT3	22	Story City, IA	Kelly Buh	TRUE	yHKB339	Candida sake	Saccharomycotina	Candida	Upper Midwest
283	Iowa	yHMJ119	Mrakia sp.	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25	c	YHMJ_25	10	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ119	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
284	Iowa	yHMJ96	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Juniperus	Juniperus virginiana	Eastern Red Cedar	NA	NA	16	f	YHMJ_16	10	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ96	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
285	Iowa	yHMJ166	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ailanthus	Ailanthus altissima	Tree of Heaven	NA	NA	23	c	YHMJ_23	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ166	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Upper Midwest
286	Iowa	yHMJ129	Mrakia sp.	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	d	YHMJ_11	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ129	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
287	Iowa	yHKB322	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Plant	Plant Matter	Fruit	Berry	Unknown	Unknown	NA	Unknown	Unknown	Unknown	NA	NA	RT4	a	YHKB_RT4	22	Story City, IA	Kelly Buh	TRUE	yHKB322	Candida sake	Saccharomycotina	Candida	Upper Midwest
288	Iowa	yHMJ165	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ailanthus	Ailanthus altissima	Tree of Heaven	NA	NA	23	b	YHMJ_23	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ165	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Upper Midwest
289	Iowa	yHMJ127	Mrakia sp.	Mrakia	Basidiomycota	43.312305, -91.781281 	43.312305	-91.781281	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	b	YHMJ_11	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ127	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
290	Iowa	yHMJ149	Cryptococcus gastricus	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Soil	Soil	Soil	NA	NA	NA	NA	Malus	Malus sylvestris	Crabapple tree	NA	NA	18	a	YHMJ_18	4	Decorah, IA ice caves	Martin Jarzyna	TRUE	yHMJ149	Cryptococcus gastricus	Basidiomycota	Cryptococcus	Upper Midwest
291	Kentucky	yHKB4	Kazachstania martiniae	Kazachstania	Ascomycota	37.8812:-87.5643	37.8812	-87.5643	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	AK1	a	YHKB_AK1	30	John James Audubon State Park (Henderson, KY)	Kurt and Anna (Quinn's friends)	TRUE	yHKB4	Kazachstania martiniae	Saccharomycotina	Kazachstania	Ohio Valley
292	Kentucky	yHKB12	Meyerozyma caribbica	Meyerozyma	Ascomycota	37.8812:-87.5643	37.8812	-87.5643	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	AK1	a	YHKB_AK1	30	John James Audubon State Park (Henderson, KY)	Kurt and Anna (Quinn's friends)	TRUE	yHKB12	Meyerozyma caribbica	Saccharomycotina	Meyerozyma	Ohio Valley
293	Kentucky	yHQL310	Torulaspora delbrueckii	Torulaspora	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	b	YHQL_QL#1	22	John James Audubon State Park Henderson, KY	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL310	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
294	Kentucky	yHQL288	Kazachstania martiniae	Kazachstania	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	b	YHQL_QL#1	30	John James Audubon State Park Henderson, KY	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL288	Kazachstania martiniae	Saccharomycotina	Kazachstania	Ohio Valley
295	Kentucky	yHKB1	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	37.8812:-87.5643	37.8812	-87.5643	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	AK1	a	YHKB_AK1	22	John James Audubon State Park (Henderson, KY)	Kurt and Anna (Quinn's friends)	TRUE	yHKB1	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
296	Kentucky	yHQL309	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	a	YHQL_QL#1	22	John James Audubon State Park Henderson, KY	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL309	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
297	Kentucky	yHQL287	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	a	YHQL_QL#1	30	John James Audubon State Park Henderson, KY	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL287	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
298	Kentucky	yHKB61	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	37.8812:-87.5643	37.8812	-87.5643	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	AK1	a	YHKB_AK1	10	John James Audubon State Park (Henderson, KY)	Kurt and Anna (Quinn's friends)	TRUE	yHKB61	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
299	Kentucky	yHQL423	Cyberlindnera sp.	Cyberlindnera	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	b	YHQL_QL#1	10	John James Audubon State Park Henderson, KY	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL423	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
300	Louisiana	yHKB47	Lachancea thermotolerans	Lachancea	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	4G	a	YHKB_4G	22	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB47	Lachancea thermotolerans	Saccharomycotina	Lachancea	South
301	Louisiana	yHKB320	Cyberlindnera sp.	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT14	a	YHKB_RT14	30	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB320	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
302	Louisiana	yHKB303	Cyberlindnera sp.	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT15	b	YHKB_RT15	30	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB303	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
303	Louisiana	yHKB30	Kazachstania martiniae	Kazachstania	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	3G	a	YHKB_3G	22	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB30	Kazachstania martiniae	Saccharomycotina	Kazachstania	South
304	Louisiana	yHKB432	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT15	a	YHKB_RT15	10	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB432	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
305	Louisiana	yHKB328	Cyberlindnera sp.	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT15	a	YHKB_RT15	22	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB328	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
306	Louisiana	yHKB433	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT14	a	YHKB_RT14	10	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB433	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
307	Louisiana	yHKB14	Pichia manshurica	Pichia	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	BFF2	c	YHKB_BFF2	30	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB14	Pichia manshurica	Saccharomycotina	Pichia	South
308	Louisiana	yHKB327	Cyberlindnera sp.	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT14	a	YHKB_RT14	22	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB327	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
309	Louisiana	yHKB304	Cyberlindnera sp.	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT15	a	YHKB_RT15	30	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB304	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
311	Louisiana	yHKB452	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT15	b	YHKB_RT15	10	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB452	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	South
312	Louisiana	yHKB19	Nakazawaea holstii	Nakazawaea	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	BFF1	b	YHKB_BFF1	22	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB19	Nakazawaea holstii	Saccharomycotina	Nakazawaea	South
313	Louisiana	yHKB18	Candida pseudolambica	Candida	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	D1D2 sequencing confirmed species	BFF1	b	YHKB_BFF1	30	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB18	Candida pseudolambica	Saccharomycotina	Candida	South
314	Louisiana	yHKB21	Candida pseudolambica	Candida	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	D1D2 sequencing confirmed species	BFF1	a	YHKB_BFF1	22	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB21	Candida pseudolambica	Saccharomycotina	Candida	South
315	Louisiana	yHKB16	Torulaspora delbrueckii	Torulaspora	Ascomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	BFF3	a	YHKB_BFF3	22	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB16	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	South
316	Louisiana	yHKB336	Meyerozyma caribbica	Meyerozyma	Ascomycota	29.9511,-90.0715	29.9511	-90.0715	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	RT17	a	YHKB_RT17	22	2715 Palmer Ave. New Orleans, LA	Kelly Buh	TRUE	yHKB336	Meyerozyma caribbica	Saccharomycotina	Meyerozyma	South
317	Louisiana	yHKB59	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	Interesting phenotype, turns agar brown	BFF1	a	YHKB_BFF1	4	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB59	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	South
318	Louisiana	yHKB58	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	29.9403:-90.1207	29.9403	-90.1207	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	Interesting phenotype, turns agar brown	BFF3	a	YHKB_BFF3	4	New Orleans, LA (Tulane campus)	Katie Burjek	TRUE	yHKB58	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	South
319	Michigan	yHKB353	Lachancea thermotolerans	Lachancea	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Plant Matter	Fruit	Cranberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Wild Cranberry	NA	NA	RW3	a	YHKB_RW3	30	Calumet, MI	Russell Wrobel	TRUE	yHKB353	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
321	Michigan	yHQL55	Metschnikowia sinensis	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	c	YHQL_JP3	22	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL55	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
322	Michigan	yHKS728	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	c	YHKS_#248	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS728	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
323	Michigan	yHKS726	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	47.367135, -88.310052	47.367135	-88.310052	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	Old white pine on a cliff	#258	a	YHKS_#258	10	Keweenaw County, Michigan (Cliff Mine Cemetery)	Chris Hittinger	TRUE	yHKS726	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Upper Midwest
324	Michigan	yHQL156	Metschnikowia sinensis	Metschnikowia	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	A&CH12	b	YHQL_A&CH12	10	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL156	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
325	Michigan	yHQL105	Metschnikowia sp.	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP2	a	YHQL_JP2	30	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL105	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
326	Michigan	yHKB435	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.1730,-88.4488	47.173	-88.4488	Tree	Plant Matter	Fruit	Thimbleberry	Rosaceae	Drupe	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	RW6	b	YHKB_RW6	10	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB435	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
327	Michigan	yHKS719	Nakazawaea holstii	Nakazawaea	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#249	b	YHKS_#249	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS719	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Upper Midwest
329	Michigan	yHAB226	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Plant Matter	Fruit	Raspberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Raspberry	NA	NA	1.1	b	YHAB_1.1	10	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB226	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
330	Michigan	yHAB200	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	NA	3.4	a	YHAB_3.4	30	Fayette, MI	ABH/CTH	TRUE	yHAB200	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
331	Michigan	yHKS669	Candida sp.	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	#254	a	YHKS_#254	30	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS669	Candida sp.	Saccharomycotina	Candida	Upper Midwest
333	Michigan	yHAB197	Nakazawaea holstii	Nakazawaea	Ascomycota	46.603602, -85.206239	46.603602	-85.206239	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	2.1	a	YHAB_2.1	30	Tahquamenon Falls, MI, lower falls - Island	ABH/CTH	TRUE	yHAB197	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Upper Midwest
334	Michigan	yHQL166	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Fungus	Fungus	NA	NA	NA	NA	Betula	Betula sp.	Birch	Fungus	NA	JP3	a	YHQL_JP3	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL166	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
335	Michigan	yHAB256	Candida sake	Candida	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	3.8	b	YHAB_3.8	10	Fayette, MI	ABH/CTH	TRUE	yHAB256	Candida sake	Saccharomycotina	Candida	Upper Midwest
337	Michigan	yHQL104	Metschnikowia sp.	Metschnikowia	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Plant Matter	Nut	Birch Nut	Betulaceae	Nut	NA	Betula	Betula sp.	Birch	NA	NA	JP1	b	YHQL_JP1	30	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL104	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
338	Michigan	yHQL164	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Tree	Plant Matter	Nut	Birch Nut	Betulaceae	Nut	NA	Betula	Betula sp.	Birch	NA	NA	JP1	a	YHQL_JP1	10	Porcupine Mountains States Park, MI	John Pool	TRUE	yHQL164	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
339	Michigan	yHAB207	Torulaspora delbrueckii	Torulaspora	Ascomycota	46.601361, -85.190790	46.601361	-85.19079	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	2.9	a	YHAB_2.9	30	Tahquamenon Falls, MI, Upper Falls	ABH/CTH	TRUE	yHAB207	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
340	Michigan	yHKS727	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#248	b	YHKS_#248	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Chris Hittinger	TRUE	yHKS727	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
342	Michigan	yHKB438	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Plant Matter	Fruit	Cranberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Wild Cranberry	NA	NA	RW3	a	YHKB_RW3	10	Calumet, MI	Russell Wrobel	TRUE	yHKB438	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Upper Midwest
344	Michigan	yHQL96	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Fungus	NA	NA	A&CH8	b	YHQL_A&CH8	22	Grand Island National Rec Area	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL96	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
345	Michigan	yHKB345	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.173051, -88.449209	47.173051	-88.449209	Plant	Plant Matter	Fruit	Bilberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Bilberry	NA	NA	RW10	a	YHKB_RW10	22	Hungarian Falls, MI	Russell Wrobel	TRUE	yHKB345	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
346	Michigan	yHRVM37	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	5CAHD2	a	YHRVM_5CAHD2	30	Grand Island, MI	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM37	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
